
## a1 Market Analysis & Fundamentals pool=31
2	choice	Which trade is usually better, all else equal?	WHY: Return on capital and time matter. A slightly smaller margin can be far better if capital turns much faster.
3	numeric	Margin is $15/t on 40,000 t. Gross contribution?	WHY: 15 × 40,000 = $600,000.
4	choice	You can buy FOB A or FOB B. What should decide the origin choice for a fixed CIF sale?	WHY: A lower FOB price can be worse if freight, quality or execution costs more than offset it.
5	choice	Why can “more volume” reduce desk quality?	WHY: Scarce capital, limits and operational capacity should be allocated to the best risk-adjusted opportunities.
6	numeric	Gross margin $35/t, quality claim $8/t, demurrage $10/t, FX impact +$2/t. Final margin?	WHY: 35 − 8 − 10 + 2 = $19/t.
7	choice	A good trader should treat an unpriced operational risk as…	WHY: Commercial pricing should reflect risks you actually retain, even if the final amount is uncertain.
8	choice	If two deals have equal expected profit, prefer the one with…	WHY: Expected profit alone is incomplete; downside, liquidity and capital efficiency matter.
9	choice	The core question before accepting a physical trade is…	WHY: The merchant margin only survives if the residual risks are identified and priced.
10	choice	A buyer asks for a ±10% quantity option at their choice. What have you given away?	WHY: Operational tolerances are options. If you do not price them, the counterparty exercises them against you.
11	choice	Your purchase prices on the month of loading and your sale on the month of discharge. What have you created?	WHY: Matching volumes is not matching risk. Different pricing windows leave you long or short the spread between them.
12	choice	Which deal would a disciplined desk prefer?	WHY: Margin that cannot be collected or executed is not margin. Volume is a vanity metric on a physical desk.
13	choice	You can nominate one of three discharge ports. What is that worth?	WHY: Destination flexibility is one of the most valuable and most under-priced features in a physical contract.
14	choice	Why do desks look at the book rather than each trade alone?	WHY: Two trades that look risky alone can be flat together, and two that look safe can compound.
15	choice	A counterparty offers a price well above the market for prompt delivery. What should you check first?	WHY: An unusually good price usually carries an unusually good reason. Often it is distress, and distress carries credit risk.
16	choice	What does "washout" mean in a physical contract?	WHY: A washout closes a contract financially when delivery no longer makes sense for either side.
17	choice	Your margin depends on a quality premium the buyer disputes on arrival. What was the mistake?	WHY: Quality disputes are decided by the words agreed beforehand, not by who is more certain afterwards.
18	choice	Why is a signed recap not the same as a concluded contract?	WHY: Most commercial arguments live in the gap between the recap and the full contract.
19	numeric	You improve the netback by $16/t on 30,000 t. Total contribution?	WHY: 30,000 × 16 = $480,000. Small per-tonne gains matter because tonnage is large.
20	choice	A contract lets the buyer choose the loading window inside a two-month range. Who benefits?	WHY: Every flexibility belongs to someone. If the contract does not say it is yours, assume it is being used against you.
21	numeric	Buy $660/t, sell $710/t, all-in costs $29/t, on 45,000 t. Total net contribution?	WHY: (710 − 660 − 29) × 45,000 = $945,000. The costs line is where headline spreads go to die.
22	numeric	A buyer has a +10% quantity option on 30,000 t at a fixed sale price. If replacement supply is $10/t more expensive when they exercise the extra volume, downside on the optional tonnes?	WHY: 30,000 × 10% × $10 = $30,000.
23	numeric	Purchase prices in Month 1 and sale prices in Month 2 on 30,000 t. The Month-2 minus Month-1 spread moves $8/t against you. Approximate timing P&L?	WHY: 30,000 × $8 = $240,000 loss.
24	numeric	Origin A gives a delivered margin of $22/t and Origin B $20/t on 60,000 t. Contribution advantage of A over B?	WHY: (22 − 20) × 60,000 = $120,000.
25	numeric	A deal earns $14/t on 30,000 t, ties up $24,000,000 for 90 days. Approximate annualised return on capital?	WHY: (14 × 30,000 ÷ $24,000,000) × (365 ÷ 90) × 100 ≈ 7.1%.
26	numeric	Gross expected margin is $24/t. A 10% chance of an execution problem would cost $60/t. Simple expected margin after that risk?	WHY: 24 − 10% × 60 = $18/t.
27	choice	Why should a trader price a quantity tolerance explicitly?	WHY: A tolerance changes how much you may have to source or place at future market conditions.
28	numeric	You are economically long the Month-2 versus Month-1 spread on 60,000 t. Month 1 settles $740/t and Month 2 $730/t. Spread P&L?	WHY: (730 − 740) × 60,000 = $-600,000.
29	choice	A location arbitrage is real only when…	WHY: Physical arbitrage is a chain of executable costs and rights, not a screen-price comparison.
30	numeric	Headline margin $30/t, finance $5/t, expected credit cost $8/t and execution reserve $7/t. Risk-adjusted margin?	WHY: 30 − 5 − 8 − 7 = $10/t.

## a3 Freight & Chartering pool=31
0	numeric	Voyage freight is $600,000 for 35,000 t. Freight per tonne?	WHY: $600,000 ÷ 35,000 = $17.14/t.
1	choice	Laycan is…	WHY: Laycan defines when the vessel must be ready to load under the charter.
2	numeric	2 days exceed allowed laytime. Demurrage is $18,000/day. Cost?	WHY: 2 × $18,000 = $36,000.
3	choice	A vessel arrives before laycan. Must the charterer automatically start laytime?	WHY: Arrival alone is not enough; laytime depends on the charter wording and valid notice/readiness conditions.
4	numeric	Time-charter hire $16,000/day for 30 days plus bunkers $650,000. Approximate voyage vessel cost?	WHY: $16,000 × 30 + $650,000 = $1,130,000.
5	choice	For a fixed CIF sale, an unfixed freight rate is economically…	WHY: You fixed the delivered sale price but not the transport cost, so rising freight erodes your margin.
6	choice	Why might a larger vessel be worse despite a lower $/t headline rate?	WHY: The vessel must fit the parcel, ports, draft and timing; headline freight is not the only constraint.
7	numeric	You sold CIF on 30,000 t with freight budget $32/t. Market freight rises by $12/t before fixing. P&L impact?	WHY: The extra freight cost is 30,000 × $12 = $360,000 loss.
8	choice	Deadfreight is typically associated with…	WHY: If the charterer supplies less cargo than contracted, the owner may claim freight on the unused capacity.
9	choice	The freight decision belongs at quotation time because…	WHY: Delivered commodity economics and shipping economics are inseparable on a physical trade.
10	choice	An owner refuses your cargo despite a freight rate above the last done. Why might that be rational?	WHY: Owners compare in dollars per day. A high rate on a slow, badly positioned voyage can still lose to a lower rate on a fast one.
11	choice	Why does a laycan that is too narrow cost you money even if the ship arrives?	WHY: Flexibility is worth money to the person who has it. Giving it up is a real cost even when nothing goes wrong.
12	choice	You are quoted the same rate for two routes of equal distance. What still differs?	WHY: Distance is one input. Days are the currency, and port and canal time consume days without earning them.
13	choice	Why is demurrage often a negotiation rather than an arithmetic result?	WHY: The daily rate is agreed; what is contested is how many hours qualify.
14	choice	Valid NOR has been tendered, laytime has started, the allowed laytime is exhausted and no charterparty exception applies. Port congestion continues. What normally follows?	WHY: Once valid laytime is exhausted, qualifying time normally runs on demurrage unless the charterparty provides an applicable exception.
15	choice	Bunker prices rise sharply between your indication and the fixture. What happens?	WHY: A freight indication assumes a fuel price. Once fuel moves, a stale indication is not a price.
16	choice	Why do desks watch the ballast position of the fleet, not just the freight index?	WHY: Freight is priced by the marginal available ship, and availability is local.
17	choice	What does a sub-let of a time-chartered vessel expose you to?	WHY: Chartering in and out builds a chain, and you sit in the middle of it holding both obligations.
18	numeric	Freight is $28/t on 35,000 t. Total freight?	WHY: 35,000 × 28 = $980,000. On a cargo worth tens of millions this is often several percent of the value.
19	numeric	Hire is $22,000/day for 23 days, plus $209,000 of port costs. Total cost before bunkers?	WHY: 23 × $22,000 + $209,000 = $715,000. Bunkers come on top, and they are usually the largest and most volatile piece.
20	numeric	Gross freight revenue $800,000, bunkers $300,000, port/other voyage costs $240,000, total voyage 45 days. Approximate TCE?	WHY: ($800,000 − $300,000 − $240,000) ÷ 45 = $5,778/day.
21	numeric	A time-chartered vessel waits 2 days before the agreed loading window. Hire is $22,000/day. Direct waiting-hire cost?	WHY: 2 × $22,000 = $44,000.
22	numeric	A laycan window spans 6 days. Your vessel ETA uncertainty is ±2 days. Ignoring other delays, how many days of nominal window remain beyond the two-sided ETA uncertainty?	WHY: 6 − 2 × 2 = 4 days.
23	choice	What must be checked before treating a Notice of Readiness as valid?	WHY: Laytime consequences depend on a valid NOR under the actual charterparty wording.
24	numeric	Statement of Facts shows 84 elapsed hours. 12 hours are excluded and allowed laytime is 96 hours. Demurrage is $26,000/day. Demurrage amount?	WHY: (84 − 12 − 96) ÷ 24 × $26,000 = $0.
25	choice	Under a typical time charter, which cost is normally for the charterer rather than the owner?	WHY: Time charterers normally control commercial employment and pay voyage-related bunkers, while owners retain technical operation and crew.
26	numeric	A vessel ballasts 6 days, consuming 30 t/day of fuel at $750/t. Ballast bunker cost?	WHY: 6 × 30 × $750 = $135,000.
27	numeric	Route requires 16 laden days, 6 ballast days and 8 port days. Total voyage duration?	WHY: 16 + 6 + 8 = 30 days.
28	choice	A charterer exposed to rising freight may use an FFA primarily to…	WHY: Freight derivatives target market-rate exposure; they do not remove operational or basis risk between the actual voyage and the index.
29	choice	In tanker freight, Worldscale 100 means…	WHY: Worldscale points are percentage points of the route-specific published flat rate.
30	numeric	Worldscale flat rate is $18/t and the fixture is WS100 on 120,000 t. Approximate freight?	WHY: $18/t × 100% × 120,000 t = $2,160,000.

## a4 Trade Finance & Credit pool=31
0	numeric	You fund $4,000,000 of cargo for 60 days at 8% a year, on a 360-day basis. What is the interest cost?	WHY: $4,000,000 × 8% × 60/360 ≈ $53,333.
1	choice	A documentary letter of credit primarily helps the seller by…	WHY: A compliant LC can materially improve payment security, but only if documents meet its conditions.
2	numeric	Counterparty limit $8,000,000, current exposure $2,000,000. Remaining headroom?	WHY: $8,000,000 − $2,000,000 = $6,000,000. Headroom is what you can still trade with them before the limit stops you.
3	choice	Selling 60 days open account instead of cash against documents should normally…	WHY: Longer unsecured terms use capital and increase default exposure.
4	numeric	Eligible inventory is $6,000,000 and borrowing-base advance rate is 75%. Maximum borrowing against it?	WHY: $6,000,000 × 75% = $4,500,000.
5	choice	A credit limit is best thought of as…	WHY: Limits cap acceptable exposure. Using them consumes scarce capacity that should earn enough return.
6	numeric	A sale earns $25/t but adds 90 days of financing on $760/t at 7% p.a. Incremental finance cost per tonne?	WHY: 760 × 7% × 90/360 ≈ $13.3/t.
7	choice	Which event can create a margin call even when your physical trade is economically hedged?	WHY: Hedges can create liquidity needs before offsetting physical cash arrives. Economic hedge does not mean zero funding risk.
8	choice	Documents under an LC are discrepant. The key risk is…	WHY: Documentary compliance is central to LC payment.
9	choice	Best credit-adjusted trade is usually…	WHY: Commercial return must be assessed after credit and capital costs, not before them.
10	choice	A bank lends against your inventory at an 80% advance rate. What happens if the price falls 30%?	WHY: Asset-based lending is procyclical: the collateral and the credit available fall together, which is why a price crash becomes a funding crisis.
11	choice	Why does a seller ask for a letter of credit to be confirmed?	WHY: An LC is only as good as the bank behind it. Confirmation moves that risk to a bank the seller is willing to face.
12	choice	What is the practical difference between a documentary LC and a standby LC?	WHY: One is how you expect to be paid; the other is what you fall back on when you are not.
13	choice	Your documents are refused for a discrepancy. What are your realistic options?	WHY: Banks are entitled to refuse on strict compliance. Most discrepancies are resolved commercially, which hands leverage to the buyer.
14	choice	Why does a desk measure days sales outstanding?	WHY: Every extra day of receivable is financed. On thin margins, collection speed can matter as much as price.
15	choice	A supplier offers you a discount if you prepay before delivery. What have you become economically?	WHY: Prepayment moves cash before performance. Until cargo is delivered or collateral is realised, you carry supplier credit/performance exposure.
16	choice	What does assignment of receivables give a lender?	WHY: Structured trade finance works by attaching the lender to specific cash flows rather than to your balance sheet alone.
17	choice	Credit insurance covers your buyer. Why is it not the same as being paid?	WHY: Insurance changes who you are exposed to and when you get paid, not whether the exposure exists.
18	choice	Why do desks net exposures with a counterparty across contracts?	WHY: Without enforceable netting, you are exposed gross even when the economics offset.
19	numeric	Financing $670/t of cargo for 45 days at 8% a year on a 360-day basis. Finance cost per tonne?	WHY: 670 × 8% × 45/360 = $6.7/t. Compare this with the margin before agreeing longer payment terms.
20	numeric	Confirmed LC amount $8,000,000, confirmation fee 80 bps p.a. for 120 days on a 360-day basis. Approximate fee?	WHY: $8,000,000 × 80/10,000 × 120/360 = $21,333.
21	numeric	A bank discounts a $5,000,000 deferred-payment LC at 5% p.a. for 120 days on a 360-day basis. Approximate discount cost?	WHY: $5,000,000 × 5% × 120/360 = $83,333.
22	numeric	You sold 15,000 t open account. The mark-to-market moves $20/t in your favour before payment, increasing replacement exposure to the buyer. Additional exposure?	WHY: 15,000 × $20 = $300,000.
23	choice	Why are payment terms part of the commodity price?	WHY: A $/t margin is not comparable until you account for how long cash and credit are tied up.
24	numeric	Inventory days 30, receivable days 40, supplier payable days 50. Approximate cash conversion cycle?	WHY: 30 + 40 − 50 = 20 days.
25	choice	Why does a borrowing base apply advance rates or haircuts to collateral?	WHY: The lender advances less than face value because collateral can fall in value or cost money to realise.
26	numeric	Eligible collateral $12,000,000, advance rate 75%, existing borrowing $10,000,000. Additional borrowing availability?	WHY: $12,000,000 × 75% − $10,000,000 = $0.
27	choice	Expected credit loss is useful commercially because…	WHY: A simplified expected-loss charge helps compare two trades with different counterparty quality.
28	choice	A high-margin deal that consumes nearly all remaining counterparty limit should be judged on…	WHY: Credit limit is scarce balance-sheet capacity and should earn an adequate return.
29	numeric	Exposure $4,000,000, one-year default probability 2%, loss-given-default 60%. Simplified expected loss?	WHY: $4,000,000 × 2% × 60% = $48,000.
30	numeric	Gross margin $30/t, finance $6/t, expected credit cost $8/t and capital charge $4/t. Credit-adjusted margin?	WHY: 30 − 6 − 8 − 4 = $12/t.

## a5 Risk Management pool=30
0	numeric	Long physical 80,000 t and short futures 50,000 t. Net flat-price exposure?	WHY: 80,000 − 50,000 = 30,000 t net long.
1	choice	A one-day 99% VaR of $3m means…	WHY: VaR is a percentile threshold under modelling assumptions, not a maximum-loss bound.
2	choice	Why run stress tests if you already have VaR?	WHY: Stress tests explore tail moves, broken correlations and specific operational/market shocks.
3	choice	You hedge a physical grade with a related but different futures contract. The residual is mainly…	WHY: An imperfect proxy hedge leaves risk that physical and futures values diverge.
4	numeric	Available liquidity $14,000,000. Margin call $7,000,000 and other near-term cash needs $10,000,000. Liquidity headroom?	WHY: $14,000,000 − $7,000,000 − $10,000,000 = $-3,000,000.
5	choice	A profitable book can still fail because of…	WHY: Timing matters. Margin calls and supplier payments can arrive before customer receipts.
6	choice	Ten exposures with different customer names but the same terminal create…	WHY: Shared chokepoints create correlated losses despite different legal counterparties.
7	numeric	Desk net-long limit 60,000 t; current net-long 80,000 t. Minimum reduction needed?	WHY: 80,000 − 60,000 = 20,000 t.
8	choice	When a hard risk limit is breached, the correct first principle is…	WHY: Limits only work when breaches trigger transparent governance and action.
9	choice	A good hedge should be assessed on…	WHY: Hedge P&L in isolation is misleading; the combined physical-plus-hedge position is what matters.
10	choice	Your VaR is comfortably inside the limit and the desk still loses more than VaR in a day. What went wrong?	WHY: A 95% VaR is expected to be exceeded about one day in twenty. Being surprised by that means it was being read as a ceiling.
11	choice	Why can a desk be within every price limit and still fail?	WHY: The risks that end desks are usually cash and counterparties, and neither appears in a price limit.
12	choice	What is the purpose of an independent risk function?	WHY: The control only works because the person applying it does not benefit from the position.
13	choice	A correlation that has held for five years breaks in a week. Why is that predictable?	WHY: Statistical relationships are calm-market artefacts. Stress tests exist because of this.
14	choice	What does a stop-loss discipline actually protect against?	WHY: It is a control on behaviour more than on the market. Its value is that it is decided before the loss.
15	choice	Why report position and exposure separately?	WHY: A large position can carry small exposure if it is hedged, and a small one can carry large exposure if it is not.
16	choice	A single grade, single port, single buyer trade is 40% of the book. Which limit catches this?	WHY: Concentration hides inside an acceptable total. It needs its own constraint.
17	choice	What is model risk on a commodity desk?	WHY: A model is a set of assumptions with numbers attached. When the assumptions fail, the numbers stay confident.
18	choice	Why does an operational error belong in the risk report?	WHY: On physical desks, execution failures are a routine and material source of loss.
19	numeric	You are long 30,000 t at $7750/t. Estimated one-day price volatility is 2%. Using a 95% factor of 1.645, what is the one-day parametric VaR?	WHY: 30,000 × $7750 × 2% × 1.645 ≈ $7,649,250. VaR is a model estimate, not a maximum-loss bound.
20	choice	Why should a risk report show the worst historical drawdown alongside VaR?	WHY: History is a poor forecast but an honest reminder. It anchors the conversation in events rather than in parameters.
21	numeric	Your net long limit is 60,000 t. You are long 90,000 t physical and short 90,000 t futures. By how many tonnes are you over the limit? Use a negative number if you are inside it.	WHY: Net is 90,000 − 90,000 = 0 t, against a 60,000 t limit: -60,000 t. Limits are checked on the net, not the gross.
22	choice	Why can gross position and net flat-price exposure tell different stories?	WHY: A desk can be flat to price and still have large settlement, basis, financing and execution obligations.
23	numeric	Long physical 60,000 t. Short proxy hedge 50,000 t with hedge delta 1. Approximate residual equivalent exposure?	WHY: 60,000 − 50,000 × 1 = 10,000 t.
24	numeric	Stress scenario: a 30,000 t net-long position faces a $60/t price fall. Flat-price stress loss?	WHY: 30,000 × $60 = $1,800,000 loss.
25	numeric	Stress losses: price $3,000,000, freight $2,000,000, counterparty $6,000,000. Combined scenario loss?	WHY: $3,000,000 + $2,000,000 + $6,000,000 = $11,000,000 loss.
26	numeric	A 30,000 t cross-hedged position suffers a $10/t adverse basis move while flat price is hedged. Residual basis P&L?	WHY: 30,000 × $10 = $300,000 loss.
27	numeric	Physical leg gains $6,000,000 while hedge loses $6,000,000. Combined hedge result?	WHY: $6,000,000 − $6,000,000 = $0.
28	choice	Why can margin calls create a crisis on a profitable hedged trade?	WHY: Liquidity timing, not only final economics, determines whether a desk survives the path to settlement.
29	numeric	Available cash $15,000,000; margin calls $8,000,000, supplier payments $10,000,000, customer delay reserve $4,000,000. Liquidity headroom?	WHY: $15,000,000 − $8,000,000 − $10,000,000 − $4,000,000 = $-7,000,000.

## a6 Derivatives & Options pool=33
0	choice	Long physical inventory exposed to a price fall is commonly hedged by…	WHY: Short futures offset the downside of long physical flat-price exposure.
1	numeric	You are short futures on 20,000 t and futures rise $10/t. Futures P&L?	WHY: A short loses when price rises: 20,000 × $10 = $200,000 loss.
2	choice	After a good futures hedge, which risk may remain?	WHY: Futures hedge the benchmark exposure they match; physical differential and timing can still move.
3	choice	A fixed-price purchase plus a floating-price sale leaves you primarily…	WHY: You have locked the cost but not the revenue benchmark, so falling prices can hurt.
4	choice	Buying a put option gives you…	WHY: A put creates a floor-like payoff but the option premium is the cost of that asymmetry.
5	numeric	Put premium is $6/t on 15,000 t. Upfront option premium cost?	WHY: 15,000 × $6 = $90,000.
6	choice	An option delta of +0.40 means, approximately…	WHY: Delta is a local price sensitivity, not an exact probability or time measure.
7	choice	Why can hedge ratios be less than 100%?	WHY: The economically appropriate hedge depends on the exposure actually being offset.
8	choice	A swap is useful when you want to…	WHY: Commodity swaps commonly transform price index exposure without moving physical goods.
9	choice	Best hedge design starts from…	WHY: You hedge the risk created by the physical contract—not an abstract market view.
10	choice	Why do commodity desks often use Asian (average price) options rather than plain vanilla?	WHY: A hedge should match how the cargo is priced. Hedging an averaged exposure with a single-date option leaves a timing mismatch.
11	choice	You buy a put to protect a long inventory. What is the worst case?	WHY: A bought option has known, limited cost. That is what you pay for compared with a futures hedge.
12	choice	What is a zero-cost collar?	WHY: It is not free: you paid with the upside you gave away, which is a real cost if the market rallies.
13	choice	Why does a swap suit a refiner with steady monthly volumes?	WHY: Swaps settle against an average and are usually bilateral, which fits a regular physical programme.
14	choice	Implied volatility rises sharply while the price is unchanged. What has happened?	WHY: Volatility is a traded quantity of its own. Hedging costs can rise without the underlying moving at all.
15	choice	What does delta tell a hedger?	WHY: Delta is how much of a futures position the option is equivalent to right now, and it changes as the market moves.
16	choice	Why is selling options to earn premium dangerous for a physical desk?	WHY: Writing options converts a trading business into an insurance business, usually without the capital to match.
17	choice	What is a basis swap used for?	WHY: It targets exactly the risk a plain futures hedge leaves behind.
18	choice	A spread option pays on the difference between two prices. Where does that fit?	WHY: Refining and arbitrage margins are spreads, so the natural hedge is an instrument on the spread.
19	numeric	You hold options on 15,000 t with a delta of 0.45. How many tonnes of futures do they currently behave like?	WHY: 15,000 × 0.45 = 6,750 t. Delta changes as the market moves, so the hedge has to be revisited.
20	numeric	You buy a put at $6/t and sell a call at $6/t on 40,000 t. Net premium paid? Use a negative number if you receive it.	WHY: (6 − 6) × 40,000 = $0. A collar is only "zero cost" when the two premiums happen to match.
21	numeric	You are short 40 lots of 50 t and the futures price rises $38/t. Variation margin due?	WHY: 40 × 50 × 38 = $76,000, payable in cash now while the physical gain is still unrealised.
22	choice	Why must hedge sizing start from contract units and lot sizes?	WHY: Execution requires translating physical exposure into actual exchange lots and accepting any rounding residual.
23	choice	Variation margin belongs in hedge design because…	WHY: Derivative settlement timing can be as important as terminal P&L for a physical merchant.
24	numeric	Exposure is 25,000 t and the hedge contract is 50 t per lot. Approximate whole lots required?	WHY: 25,000 ÷ 50 ≈ 500 lots.
25	choice	A cross-hedge should be monitored for…	WHY: A proxy can behave well in normal markets and diverge when the underlying physical market is stressed.
26	numeric	Your flat price is hedged on 30,000 t, but the physical basis weakens $8/t. Basis P&L?	WHY: 30,000 × $8 = $240,000 loss.
27	numeric	Physical value changes $10/t and the proxy hedge offsets $4/t on 30,000 t. Residual move?	WHY: (10 − 4) × 30,000 = $180,000.
28	numeric	You receive floating and pay fixed $80/t in a swap on 80,000 t. Floating settles at $75/t. Swap settlement?	WHY: (75 − 80) × 80,000 = $-400,000.
29	numeric	Monthly-average swap: receive average, pay fixed $80/t on 80,000 t. Monthly average is $77/t. Settlement?	WHY: (77 − 80) × 80,000 = $-240,000.
30	numeric	Options cover 20,000 t with delta 0.4. Futures lot size is 100 t. Approximate delta-hedge lots?	WHY: 20,000 × 0.4 ÷ 100 ≈ 80 lots.
31	numeric	Physical exposure is 30,000 t and chosen hedge ratio is 0.8. Hedge tonnage?	WHY: 30,000 × 0.8 = 24,000 t.
32	numeric	Purchase and sale pricing windows leave 30,000 t exposed to a calendar spread. The spread moves $8/t against the book. P&L?	WHY: 30,000 × $8 = $240,000 loss.

## a7 Metals Desk pool=31
0	numeric	Copper LME is $8400/t and physical premium is $175/t. All-in metal price?	WHY: 8400 + 175 = $8575/t.
1	choice	If LME is unchanged but the regional physical premium rises, the local market has…	WHY: Physical premiums capture local availability, logistics and demand beyond the exchange benchmark.
2	choice	An exchange warehouse warrant represents…	WHY: Warrants are central to exchange warehouse delivery mechanics.
3	numeric	A concentrate contract has a treatment charge of $60/dry metric tonne on 8,000 dmt. Gross TC amount?	WHY: 8,000 × $60 = $480,000.
4	choice	Higher TC/RC, all else equal, is generally more favourable to…	WHY: Treatment/refining charges are deductions paid to the processor for converting concentrate into refined metal.
5	numeric	Buy LME + $110/t, sell LME + $210/t, freight $30/t. Premium margin?	WHY: 210 − 110 − 30 = $70/t.
6	choice	A trader long physical copper priced off LME but hedged short LME can still lose if…	WHY: The exchange hedge can offset LME flat price but not the physical premium/basis.
7	choice	Why do location and warehouse queues matter in metals?	WHY: Physical availability and exit costs can make the same benchmark metal worth different amounts by location.
8	choice	A quotation period (QP) mismatch between purchase and sale creates…	WHY: The benchmark can average over different windows, creating residual price risk even on matched tonnes.
9	choice	The metals desk should quote a premium only after considering…	WHY: Physical premium is the residual economics around the exchange benchmark.
10	choice	What does an LME warrant represent?	WHY: Warrants are how metal ownership transfers without the metal moving, which is what makes LME delivery work.
11	choice	Warehouse rent and load-out queues lengthen at a major location. What happens to the regional premium?	WHY: Physical premiums price the cost and delay of getting usable metal, not just the exchange price.
12	choice	Why is an exchange price alone not the price a consumer pays?	WHY: The premium is where the physical desk earns, and it moves for reasons the screen does not show.
13	choice	What is a tolling arrangement on a metals desk?	WHY: Tolling separates the processing service from the ownership of the material, and the risk stays with you.
14	choice	Treatment and refining charges rise sharply. Who is under pressure?	WHY: TC/RCs are the smelter’s margin and the miner’s cost. They move with concentrate availability.
